gisCommercialEast,50.57056644,-111.8609834
gisCommercialEast,50.56831699,-111.8611481
gisCommercialEast,50.56831699,-111.8651016
gisCommercialEast,50.56967714,-111.8651016
gisCommercialEast,50.57030488,-111.8677372
gisCommercialEast,50.57194394,-111.8686706
gisIndustrial,50.56250396,-111.8931693
gisIndustrial,50.56465487,-111.8925836
gisIndustrial,50.56678242,-111.8835785
gisIndustrial,50.5665034,-111.8791858
gisIndustrial,50.56437584,-111.8794054
gisIndustrial,50.56423632,-111.8806134
gisIndustrial,50.56381777,-111.8807232
gisIndustrial,50.56378289,-111.8832491
gisIndustrial,50.56287602,-111.8831392
gisIndustrial,50.54888704,-111.8833589
gisIndustrial,50.54906149,-111.8898382
gisIndustrial,50.54689824,-111.8895087
gisIndustrial,50.546654,-111.8949447
gisIndustrial,50.55024774,-111.8948898
gisIndustrial,50.55010819,-111.8991178
gisIndustrial,50.54808455,-111.8993924
gisIndustrial,50.54808455,-111.9062011
gisIndustrial,50.5541552,-111.906311
gisIndustrial,50.56134127,-111.9066404
gisIndustrial,50.56413168,-111.905652
gisIndustrial,50.56343409,-111.9034557
gisIndustrial,50.56099246,-111.9046088
gisIndustrial,50.56120174,-111.8997218
gisIndustrial,50.56113198,-111.8955487
gisIndustrial,50.559946,-111.8948898
gisIndustrial,50.56029482,-111.8924738
gisIndustrial,50.55739953,-111.8850611
gisIndustrial,50.55739953,-111.8836883
gisIndustrial,50.55855069,-111.8841276
gisIndustrial,50.56210865,-111.8916502
gisIndustrialEast,50.56425957,-111.8495531
gisIndustrialEast,50.5637015,-111.8471371
gisIndustrialEast,50.56286439,-111.8463317
gisIndustrialEast,50.5628179,-111.8491138
griffinParkSchool,50.56960739,-111.9073908
stJosephsCollegiate,50.56904938,-111.895384
brooksJuniorHighSchool,50.56839837,-111.8918698
bchs,50.56774735,-111.8863057
eastbrookElementarySchool,50.56802635,-111.8838165
uplandsElementary,50.58067311,-111.905707
medicineHatCollege,50.55863209,-111.8411337
hospital,50.56895638,-111.8889413
jbsFoodCanadaIncPlant,50.61772203,-111.9321549
holyFamilyAcademy,50.56874713,-111.8937733
